run_accession	study_accession	sample_accession	experiment_accession	scientific_name	tax_id	study_title	sample_title	experiment_title	library_name	cell_line	cell_type	library_strategy	library_source	library_selection	library_layout	instrument_platform	instrument_model	fastq_ftp	fastq_md5	fastq_bytes
DRR099468	PRJDB6126	SAMD00089421	DRX092946	Cricetulus griseus	10029	Transcriptome of cultured CHO-S cells	Chinese Hamster Ovary (CHO-S) cells, 5 days in culture, time lag from harvesting cells to protecting RNA: 30 min, technical replicate: 1	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00089421		CHO-S	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099468/DRR099468.fastq.gz	65df80a2bdd07cdf45de48a965bcd6d9	280290644
DRR099474	PRJDB6126	SAMD00089427	DRX092952	Cricetulus griseus	10029	Transcriptome of cultured CHO-S cells	Chinese Hamster Ovary (CHO-S) cells, 5 days in culture, time lag from harvesting cells to protecting RNA: 60 min, technical replicate: 1	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00089427		CHO-S	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099474/DRR099474.fastq.gz	aa54b1988a33949304d0f4d346af6a55	301190983
DRR099476	PRJDB6126	SAMD00089429	DRX092954	Cricetulus griseus	10029	Transcriptome of cultured CHO-S cells	Chinese Hamster Ovary (CHO-S) cells, 5 days in culture, time lag from harvesting cells to protecting RNA: 60 min, technical replicate: 3	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00089429		CHO-S	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099476/DRR099476.fastq.gz	26c24b5eebc76b61ced2439ef0f5b5df	284701307
DRR099480	PRJDB6126	SAMD00089433	DRX092958	Cricetulus griseus	10029	Transcriptome of cultured CHO-S cells	Chinese Hamster Ovary (CHO-S) cells, 6 days in culture, time lag from harvesting cells to protecting RNA: 30 min, technical replicate: 1	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00089433		CHO-S	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099480/DRR099480.fastq.gz	64c96ca79ea0ec9e983bd64d7e5be0ea	299720418
DRR099491	PRJDB6126	SAMD00089444	DRX092969	Cricetulus griseus	10029	Transcriptome of cultured CHO-S cells	Chinese Hamster Ovary (CHO-S) cells, 7 days in culture, time lag from harvesting cells to protecting RNA: 15 min, technical replicate: 3	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00089444		CHO-S	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099491/DRR099491.fastq.gz	2b35a6eb0d13a5e9caf4549e837152ec	292200877
DRR099500	PRJDB6126	SAMD00089453	DRX092978	Cricetulus griseus	10029	Transcriptome of cultured CHO-S cells	Chinese Hamster Ovary (CHO-S) cells, 7 days in culture, time lag from harvesting cells to protecting RNA: 60 min, technical replicate: 3	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00089453		CHO-S	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099500/DRR099500.fastq.gz	e4635668357cce92c284f4fe885f28f0	299700996
DRR126388	PRJDB6793	SAMD00113898	DRX119132	Cricetulus griseus	10029	Single cell transcriptome analysis of CHO-K1 cells	CHO-K1_g0g1_6	NextSeq 500 sequencing: adherent CHO-K1 cells	adherent CHO-K1 cell in G0/G1 phase	CHO-K1		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126388/DRR126388.fastq.gz	2d17c02c1058ec51b6da83363f2f6f04	488290152
DRR126389	PRJDB6793	SAMD00113899	DRX119133	Cricetulus griseus	10029	Single cell transcriptome analysis of CHO-K1 cells	CHO-K1_g0g1_7	NextSeq 500 sequencing: adherent CHO-K1 cells	adherent CHO-K1 cell in G0/G1 phase	CHO-K1		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126389/DRR126389.fastq.gz	41f325e0024a2b4b9d7ed17dda9f5e04	362434288
DRR126403	PRJDB6793	SAMD00113913	DRX119147	Cricetulus griseus	10029	Single cell transcriptome analysis of CHO-K1 cells	CHO-K1_g0g1_21	NextSeq 500 sequencing: adherent CHO-K1 cells	adherent CHO-K1 cell in G0/G1 phase	CHO-K1		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126403/DRR126403.fastq.gz	91afbaef4e857b3e5248cd9d8b8c27a1	299951827
DRR126407	PRJDB6793	SAMD00113917	DRX119151	Cricetulus griseus	10029	Single cell transcriptome analysis of CHO-K1 cells	CHO-K1_g2M_1	NextSeq 500 sequencing: adherent CHO-K1 cells	adherent CHO-K1 cell in G2/M phase	CHO-K1		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126407/DRR126407.fastq.gz	611b58d3309ac0220d8554a8b85a3baf	386741618
DRR126409	PRJDB6793	SAMD00113919	DRX119153	Cricetulus griseus	10029	Single cell transcriptome analysis of CHO-K1 cells	CHO-K1_g2M_3	NextSeq 500 sequencing: adherent CHO-K1 cells	adherent CHO-K1 cell in G2/M phase	CHO-K1		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126409/DRR126409.fastq.gz	a9b04d905441b499c82158184eaa0069	314474229
DRR126410	PRJDB6793	SAMD00113920	DRX119154	Cricetulus griseus	10029	Single cell transcriptome analysis of CHO-K1 cells	CHO-K1_g2M_4	NextSeq 500 sequencing: adherent CHO-K1 cells	adherent CHO-K1 cell in G2/M phase	CHO-K1		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126410/DRR126410.fastq.gz	89b743286f6d71fd94c17bb7704d9f21	211809642
DRR126413	PRJDB6793	SAMD00113923	DRX119157	Cricetulus griseus	10029	Single cell transcriptome analysis of CHO-K1 cells	CHO-K1_g2M_7	NextSeq 500 sequencing: adherent CHO-K1 cells	adherent CHO-K1 cell in G2/M phase	CHO-K1		RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126413/DRR126413.fastq.gz	68e23f14af7bbe63f49dcb11a92a21b9	260939156
DRR164945	PRJDB7873	SAMD00156503	DRX155564	Cricetulus griseus	10029	Thermal hysteresis in CHO K1, a Chinese Hamster (Cricetulus griseus) Ovary derived established cell line	CHO-K1_27_Celsius_degree_1_rep2	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00156503			CHO-K1	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR164/DRR164945/DRR164945.fastq.gz	9373d6ca1bf603ea53dead38f330acc0	792574682
DRR164946	PRJDB7873	SAMD00156504	DRX155565	Cricetulus griseus	10029	Thermal hysteresis in CHO K1, a Chinese Hamster (Cricetulus griseus) Ovary derived established cell line	CHO-K1_27_Celsius_degree_1_rep3	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00156504			CHO-K1	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR164/DRR164946/DRR164946.fastq.gz	98da5a4954fdd344ac9aac3cc985cb2e	887589228
DRR164951	PRJDB7873	SAMD00156509	DRX155570	Cricetulus griseus	10029	Thermal hysteresis in CHO K1, a Chinese Hamster (Cricetulus griseus) Ovary derived established cell line	CHO-K1_29_Celsius_degree_2_rep4	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00156509			CHO-K1	RNA-Seq	TRANSCRIPTOMIC	PolyA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR164/DRR164951/DRR164951.fastq.gz	bba39182d02cc0e8dc5b60f6294c36a8	809831061
DRR169279	PRJDB7945	SAMD00159362	DRX159893	Cricetulus griseus	10029	Cell culture with semiconductor devices materials	Platinum_biological_replicate_1	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00159362	Pt_rep1		CHO-K1	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169279/DRR169279.fastq.gz	5d5c57118293dff2f8a908e608d57c3c	476894961
DRR169281	PRJDB7945	SAMD00159364	DRX159895	Cricetulus griseus	10029	Cell culture with semiconductor devices materials	Platinum_biological_replicate_3	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00159364	Pt_rep3		CHO-K1	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169281/DRR169281.fastq.gz	14234249994832db4b7ab2f5aff82742	332776798
DRR169284	PRJDB7945	SAMD00159367	DRX159898	Cricetulus griseus	10029	Cell culture with semiconductor devices materials	Silicon_nitride_biological_replicate_1	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00159367	SiN_rep1		CHO-K1	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169284/DRR169284.fastq.gz	b5270d1a8625be06dde674891f12d2c8	646494796
DRR169292	PRJDB7945	SAMD00159375	DRX159906	Cricetulus griseus	10029	Cell culture with semiconductor devices materials	Silicon_dioxide_biological_replicate_4	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00159375	SiO2_rep4		CHO-K1	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169292/DRR169292.fastq.gz	741079e62eae28440a6759646c68cc60	321382187
DRR169295	PRJDB7945	SAMD00159378	DRX159909	Cricetulus griseus	10029	Cell culture with semiconductor devices materials	Tantalum_nitride_biological_replicate_2	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00159378	TaN_rep2		CHO-K1	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169295/DRR169295.fastq.gz	bf581028a3ccd88582691f59684f1d2e	670253576
DRR169300	PRJDB7945	SAMD00159383	DRX159914	Cricetulus griseus	10029	Cell culture with semiconductor devices materials	Titanium_nitride_biological_replicate_2	NextSeq 500 sequencing: NextSeq 500 sequencing of SAMD00159383	TiN_rep2		CHO-K1	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169300/DRR169300.fastq.gz	6775b8ed87c7f296de72023b7baf4d6a	598116563
DRR524606	PRJDB17021	SAMD00731274	DRX508488	Cricetulus griseus	10029	RNA Sequencing of Chinese Hamster Cell lines	Total RNA of CHL-YN cells	Illumina NovaSeq 6000 paired end sequencing: Illumina NovaSeq 6000 paired end sequencing of SAMD00731274	RNAseq-YN	CHL-YN	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524606/DRR524606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524606/DRR524606_2.fastq.gz	36a5d806d2aabe30b9ec275d02a7d9df;b7d260bb1dc1baa39a831fd95dded458	1568365113;1568988846
DRR524613	PRJDB17021	SAMD00731281	DRX508495	Cricetulus griseus	10029	RNA Sequencing of Chinese Hamster Cell lines	Total RNA of CHO-K1 cells, spike-in control	Illumina NovaSeq 6000 paired end sequencing: Illumina NovaSeq 6000 paired end sequencing of SAMD00731281	K1-C	CHO-K1	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524613/DRR524613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524613/DRR524613_2.fastq.gz	2018f474161faf0954d8bcadbee0e660;92b21332d9e754beae010928bbcbc352	1422353890;1423052692
DRR524615	PRJDB17021	SAMD00731283	DRX508497	Cricetulus griseus	10029	RNA Sequencing of Chinese Hamster Cell lines	Total RNA of CHK-Q cells, spike-in control	Illumina NovaSeq 6000 paired end sequencing: Illumina NovaSeq 6000 paired end sequencing of SAMD00731283	CHK-C	CHK-Q	Adherent cells	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524615/DRR524615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524615/DRR524615_2.fastq.gz	c7477a1124358f1e1433db2a81a6eee9;788a86ddaf009891b8c987b8cc910376	1458114391;1458927727
DRR524621	PRJDB17021	SAMD00731289	DRX508503	Cricetulus griseus	10029	RNA Sequencing of Chinese Hamster Cell lines	Total RNA of CHO-K1 cells, 5x100	Illumina NovaSeq 6000 paired end sequencing: Illumina NovaSeq 6000 paired end sequencing of SAMD00731289	K1-V-2	CHO-K1	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524621/DRR524621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524621/DRR524621_2.fastq.gz	af17e4d37f59cc6c1a56140cf292077f;29817afd00ed49b7bf58d39f9b2404e9	1801468117;1802519959
DRR524623	PRJDB17021	SAMD00731291	DRX508505	Cricetulus griseus	10029	RNA Sequencing of Chinese Hamster Cell lines	Total RNA of CHK-Q cells, 5x100	Illumina NovaSeq 6000 paired end sequencing: Illumina NovaSeq 6000 paired end sequencing of SAMD00731291	CHK-V-2	CHK-Q	Adherent cells	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524623/DRR524623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524623/DRR524623_2.fastq.gz	f60b602fa1495f7709aafe315defb74f;ece109b604625cb6adb8d27d46d51188	1443024940;1444216625
DRR524627	PRJDB17021	SAMD00731295	DRX508509	Cricetulus griseus	10029	RNA Sequencing of Chinese Hamster Cell lines	Total RNA of CHK-Q cells, 5x1000	Illumina NovaSeq 6000 paired end sequencing: Illumina NovaSeq 6000 paired end sequencing of SAMD00731295	CHK-V-3	CHK-Q	Adherent cells	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524627/DRR524627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524627/DRR524627_2.fastq.gz	82b5e5ef818030e8fa4678cdebe0a2f6;78e13ffbf7255872be10020d4ebb8951	1748861065;1749983364
DRR524628	PRJDB17021	SAMD00731296	DRX508510	Cricetulus griseus	10029	RNA Sequencing of Chinese Hamster Cell lines	Total RNA of CHO-S cells, 5x10000	Illumina NovaSeq 6000 paired end sequencing: Illumina NovaSeq 6000 paired end sequencing of SAMD00731296	S1-V-4	CHO-S	Suspension cells	RNA-Seq	TRANSCRIPTOMIC	Oligo-dT	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524628/DRR524628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524628/DRR524628_2.fastq.gz	762a768b1aacf7876a9a3ce34d5a2ca3;89f415b5d62c33fad78d44570b3665d3	1578555575;1579425588
DRR526037	PRJDB16995	SAMD00731265	DRX509918	Cricetulus griseus	10029	Genome Sequencing of Chinese Hamster Cell lines	Genomic DNA of CHO-K1 cells	Sequel II sequencing: Sequel II sequencing of SAMD00731265	K1_HiFi	CHO-K1	Suspension cells	WGS	GENOMIC	RANDOM	SINGLE	PACBIO_SMRT	Sequel II	ftp.sra.ebi.ac.uk/vol1/fastq/DRR526/DRR526037/DRR526037_subreads.fastq.gz	e7f44d6a4d18a91318cbf4258a389ba2	133818720695
DRR526039	PRJDB16995	SAMD00731267	DRX509920	Cricetulus griseus	10029	Genome Sequencing of Chinese Hamster Cell lines	Genomic DNA of CHK-Q cells	Sequel II sequencing: Sequel II sequencing of SAMD00731267	CHK_HiFi	CHK-Q	Adherent cells	WGS	GENOMIC	RANDOM	SINGLE	PACBIO_SMRT	Sequel II	ftp.sra.ebi.ac.uk/vol1/fastq/DRR526/DRR526039/DRR526039_subreads.fastq.gz	e47465608f1b9b54630907cc1f5751c9	128279474925
DRR658239	PRJDB20537	SAMD00896559	DRX638515	Cricetulus griseus	10029	Genome sequencing of CHO HLAcI-MAC clones	CHO cells harboring HLAcI-MAC R18-1	Illumina NovaSeq 6000 paired end sequencing: Illumina NovaSeq 6000 paired end sequencing of SAMD00896559	R25-6			WGS	GENOMIC	RANDOM	PAIRED	ILLUMINA	Illumina NovaSeq 6000	ftp.sra.ebi.ac.uk/vol1/fastq/DRR658/DRR658239/DRR658239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR658/DRR658239/DRR658239_2.fastq.gz	dddc97d621548b2b624eabb31e3a6e17;0fab60d6aa63aa67baa1dd24bd66df33	24345277968;26376345036
DRR706774	PRJDB35724	SAMD01599745	DRX686798	Cricetulus griseus	10029	Comparative transcriptomic profiling of CHO and fast-growing CHL-YN cells	CHL-d2-3, Batch culture, exponential growth phase	NextSeq 500 paired end sequencing: NextSeq 500 paired end sequencing of SAMD01599745		CHL-YN		RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706774/DRR706774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706774/DRR706774_2.fastq.gz	1b849c5688877d6bbc2673ce32c5ab77;3be591a1fefe2c40188f9b465278a90b	977479009;1034488193
DRR706775	PRJDB35724	SAMD01599746	DRX686799	Cricetulus griseus	10029	Comparative transcriptomic profiling of CHO and fast-growing CHL-YN cells	CHL-d3-1, Batch culture, post-exponential growth phase	NextSeq 500 paired end sequencing: NextSeq 500 paired end sequencing of SAMD01599746		CHL-YN		RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706775/DRR706775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706775/DRR706775_2.fastq.gz	ab65b1634cd44377e1469c7042ce48d2;3dbecf99a53c1086468a21e42389c692	989493434;1047433608
DRR706789	PRJDB35724	SAMD01599760	DRX686813	Cricetulus griseus	10029	Comparative transcriptomic profiling of CHO and fast-growing CHL-YN cells	CHO-2, Batch culture, exponential growth phase	Illumina NovaSeq X paired end sequencing: Illumina NovaSeq X paired end sequencing of SAMD01599760		CHO-HcD6		RNA-Seq	TRANSCRIPTOMIC	PolyA	PAIRED	ILLUMINA	Illumina NovaSeq X	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706789/DRR706789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706789/DRR706789_2.fastq.gz	5d15de9368eed2b77dd5726226b3f44c;ae293d642596f23f1bc237b2dd6399b5	178782589;180774531
DRR733441	PRJDB35991	SAMD01615782	DRX713426	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_001_01_YN_pool	NextSeq 500 sequencing: KK1902_001_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733441/DRR733441.fastq.gz	a90a6d66916bf51cac4666e156d6c739	91430528
DRR733447	PRJDB35991	SAMD01615788	DRX713432	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_011_01_YN_pool	NextSeq 500 sequencing: KK1902_011_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733447/DRR733447.fastq.gz	934dc63f0ec46b4f5b82a9bd008bea92	129428745
DRR733448	PRJDB35991	SAMD01615789	DRX713433	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_012_01_YN_pool	NextSeq 500 sequencing: KK1902_012_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733448/DRR733448.fastq.gz	84508aa216fc59cf33442cf4b41f38b3	145683374
DRR733451	PRJDB35991	SAMD01615792	DRX713436	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_016_01_YN_pool	NextSeq 500 sequencing: KK1902_016_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733451/DRR733451.fastq.gz	a8f9c6f2b8f3ee552da8cce796749630	105508044
DRR733454	PRJDB35991	SAMD01615795	DRX713439	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_019_01_YN_pool	NextSeq 500 sequencing: KK1902_019_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733454/DRR733454.fastq.gz	bed639537c67c263f3690d71249edd9c	136614961
DRR733464	PRJDB35991	SAMD01615805	DRX713449	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_031_01_YN_pool	NextSeq 500 sequencing: KK1902_031_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733464/DRR733464.fastq.gz	408dddc1050ed2c34f34cda793b6579d	283287930
DRR733468	PRJDB35991	SAMD01615809	DRX713453	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_035_01_YN_pool	NextSeq 500 sequencing: KK1902_035_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733468/DRR733468.fastq.gz	35a00d3eef57f4efd622ebdae9d553c4	157449869
DRR733469	PRJDB35991	SAMD01615810	DRX713454	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_036_01_YN_pool	NextSeq 500 sequencing: KK1902_036_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733469/DRR733469.fastq.gz	8ad46b09169023d42aae2f34fd13fe0f	181498609
DRR733480	PRJDB35991	SAMD01615821	DRX713465	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_049_01_YN_pool	NextSeq 500 sequencing: KK1902_049_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733480/DRR733480.fastq.gz	74a966ba6cc6ccde726dc1467c57d02c	73614835
DRR733487	PRJDB35991	SAMD01615828	DRX713472	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_059_01_YN_pool	NextSeq 500 sequencing: KK1902_059_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733487/DRR733487.fastq.gz	317e57cf551c2bbcd24480284f047160	166258614
DRR733489	PRJDB35991	SAMD01615830	DRX713474	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_061_01_YN_pool	NextSeq 500 sequencing: KK1902_061_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733489/DRR733489.fastq.gz	d8e5f4e591fb2248267294d409cbef75	95470315
DRR733490	PRJDB35991	SAMD01615831	DRX713475	Cricetulus griseus	10029	Single-Cell RNA Sequencing (scRNA-Seq) of Chinese Hamster Cell lines	KK1902_062_01_YN_pool	NextSeq 500 sequencing: KK1902_062_01_YN_pool	01_YN_pool	CHL-YN		FL-cDNA	TRANSCRIPTOMIC SINGLE CELL	Oligo-dT	SINGLE	ILLUMINA	NextSeq 500	ftp.sra.ebi.ac.uk/vol1/fastq/DRR733/DRR733490/DRR733490.fastq.gz	f4bacb13a1d309a7f0511b4e97342d80	72604038
