study_accession	sample_accession	experiment_accession	run_accession	omics	library_strategy	library_layout	processing_layout	fastq_structure	fastq_role	file_index	filename	fastq_ftp	fastq_md5	fastq_bytes
PRJNA746067	SAMN20179667	SRX11420360	SRR15111567	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15111567_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/067/SRR15111567/SRR15111567_1.fastq.gz	e7a1c041122c00f54088b693a7bb8687	774133929
PRJNA746067	SAMN20179667	SRX11420360	SRR15111567	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15111567_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/067/SRR15111567/SRR15111567_2.fastq.gz	479ec1d172b75c250a054c68b333bcc0	790903719
PRJNA746067	SAMN20179670	SRX11420357	SRR15111570	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15111570_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/070/SRR15111570/SRR15111570_1.fastq.gz	87e4961d0904a6e7f4c353bd4cc6f372	938656845
PRJNA746067	SAMN20179670	SRX11420357	SRR15111570	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15111570_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/070/SRR15111570/SRR15111570_2.fastq.gz	8bca4737f45289c4ac3eae027b4579bb	959251758
PRJNA746067	SAMN20179669	SRX11420356	SRR15111571	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15111571_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/071/SRR15111571/SRR15111571_1.fastq.gz	2370ecb70a329677aff2436a79405dd9	960721512
PRJNA746067	SAMN20179669	SRX11420356	SRR15111571	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15111571_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/071/SRR15111571/SRR15111571_2.fastq.gz	608977e0a9b1bbbf7500e91a41af1f5e	979975161
PRJNA746067	SAMN20179687	SRX11420347	SRR15111580	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15111580_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/080/SRR15111580/SRR15111580_1.fastq.gz	92b401c3768422f6d0ff796f7824e2e4	2345286141
PRJNA746067	SAMN20179687	SRX11420347	SRR15111580	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15111580_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/080/SRR15111580/SRR15111580_2.fastq.gz	4efc31ec989bfd4f052decc642774d89	2413710744
PRJNA255418	SAMN02918452	SRX653807	SRR1516216	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR1516216.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1516216/SRR1516216.fastq.gz	feb8b55f78b4812cf12969d09554d8d4	805384053
PRJNA255418	SAMN02918453	SRX653808	SRR1516217	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR1516217.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1516217/SRR1516217.fastq.gz	802ab14d0560321a845589176e04ea0e	756784300
PRJNA749145	SAMN20355394	SRX11527349	SRR15221367	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221367_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/067/SRR15221367/SRR15221367_1.fastq.gz	6d33ce83fb3e89221fbbbcbabf6ca7f1	339428468
PRJNA749145	SAMN20355394	SRX11527349	SRR15221367	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221367_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/067/SRR15221367/SRR15221367_2.fastq.gz	7202bd4082df873b7309611a65983191	341903548
PRJNA749145	SAMN20355394	SRX11527348	SRR15221368	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221368_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/068/SRR15221368/SRR15221368_1.fastq.gz	a9e9e3ac983897813c2a46d589e7ed0f	344623985
PRJNA749145	SAMN20355394	SRX11527348	SRR15221368	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221368_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/068/SRR15221368/SRR15221368_2.fastq.gz	e8bc1e3be237fff66b2746690ed97406	345403805
PRJNA749145	SAMN20355394	SRX11527347	SRR15221369	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221369_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/069/SRR15221369/SRR15221369_1.fastq.gz	0a27f388645ab186fde26fb6b5647bb0	336762786
PRJNA749145	SAMN20355394	SRX11527347	SRR15221369	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/069/SRR15221369/SRR15221369_2.fastq.gz	a593a7c4b1c677883e66be73a1fe1396	336899339
PRJNA749145	SAMN20355393	SRX11527339	SRR15221377	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221377_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/077/SRR15221377/SRR15221377_1.fastq.gz	068f40296900ce4f9d97197dc1cc0157	314201159
PRJNA749145	SAMN20355393	SRX11527339	SRR15221377	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/077/SRR15221377/SRR15221377_2.fastq.gz	5d9faf22225b53b4eb95267d18062d3e	314934112
PRJNA749145	SAMN20355393	SRX11527335	SRR15221381	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221381_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/081/SRR15221381/SRR15221381_1.fastq.gz	03d32f02e7c03c7d83509bb7dc9bde78	321144186
PRJNA749145	SAMN20355393	SRX11527335	SRR15221381	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/081/SRR15221381/SRR15221381_2.fastq.gz	cae06538f2c0f801dddb2c9d1af2dba1	321841206
PRJNA749145	SAMN20355393	SRX11527334	SRR15221382	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221382_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/082/SRR15221382/SRR15221382_1.fastq.gz	5bdeb7116cfe6f28316b2a599471b158	327709579
PRJNA749145	SAMN20355393	SRX11527334	SRR15221382	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/082/SRR15221382/SRR15221382_2.fastq.gz	2aef952e3fde045509240632f0c78723	329943331
PRJNA749145	SAMN20355395	SRX11527328	SRR15221388	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221388_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/088/SRR15221388/SRR15221388_1.fastq.gz	4f5c4be8a585cde62819e9cd88d442ed	294919518
PRJNA749145	SAMN20355395	SRX11527328	SRR15221388	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/088/SRR15221388/SRR15221388_2.fastq.gz	12e4ee63e682d72d01989209b33d80a3	294622030
PRJNA749145	SAMN20355395	SRX11527322	SRR15221394	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221394_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/094/SRR15221394/SRR15221394_1.fastq.gz	921133da5aa57c522185497112430156	299079672
PRJNA749145	SAMN20355395	SRX11527322	SRR15221394	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/094/SRR15221394/SRR15221394_2.fastq.gz	d2d3e342d0b7aafac165e5b1bee30f1d	299442944
PRJNA749145	SAMN20355395	SRX11527321	SRR15221395	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221395_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/095/SRR15221395/SRR15221395_1.fastq.gz	a0679004ab6c2d76040e2799955897a4	305556671
PRJNA749145	SAMN20355395	SRX11527321	SRR15221395	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/095/SRR15221395/SRR15221395_2.fastq.gz	8082d57d10fe8687bdfc96a835ac3854	307096248
PRJNA749145	SAMN20355395	SRX11527319	SRR15221397	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221397_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/097/SRR15221397/SRR15221397_1.fastq.gz	86f1ed8f3513888ed61148ab222a53c5	332024243
PRJNA749145	SAMN20355395	SRX11527319	SRR15221397	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/097/SRR15221397/SRR15221397_2.fastq.gz	5c147feefd3472c930e6e57d13a057f3	333538267
PRJNA749145	SAMN20355395	SRX11527317	SRR15221399	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR15221399_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/099/SRR15221399/SRR15221399_1.fastq.gz	962cbe520646c878affa81084a1a329b	330189361
PRJNA749145	SAMN20355395	SRX11527317	SRR15221399	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR15221399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR152/099/SRR15221399/SRR15221399_2.fastq.gz	1f68192dac55ec29df9a89c1e938e9b7	332431929
PRJNA742028	SAMN20893091	SRX11857240	SRR15559111	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR15559111.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/011/SRR15559111/SRR15559111.fastq.gz	0021eb49833a6d80d69c1f8cfc96d148	403332259
PRJNA742028	SAMN20893089	SRX11857238	SRR15559113	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR15559113.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/013/SRR15559113/SRR15559113.fastq.gz	e39081ee076bf0d30d1b5539f0feb68e	433180934
PRJNA742028	SAMN20893087	SRX11857236	SRR15559114	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR15559114.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/014/SRR15559114/SRR15559114.fastq.gz	57e87113bc0906c65e07014d67fa0334	304149009
PRJNA742028	SAMN20893086	SRX11857235	SRR15559115	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR15559115.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR155/015/SRR15559115/SRR15559115.fastq.gz	75e45116e498528f46a2f9f777f81a60	312622405
PRJNA778050	SAMN22901730	SRX12995921	SRR16796960	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR16796960.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR167/060/SRR16796960/SRR16796960.fastq.gz	3238ac1b159a6ff4834c04fdc23d61f1	1576770940
PRJNA766998	SAMN23296634	SRX13171159	SRR16980326	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980326_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/026/SRR16980326/SRR16980326_1.fastq.gz	02e01dda16d02497e967d24b293d5bb4	2131905235
PRJNA766998	SAMN23296634	SRX13171159	SRR16980326	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/026/SRR16980326/SRR16980326_2.fastq.gz	44e4ed5670a5de5f7a6696eb81174c9e	2139538288
PRJNA766998	SAMN23296634	SRX13171158	SRR16980327	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980327_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/027/SRR16980327/SRR16980327_1.fastq.gz	2b36e0ae533cfd3e1ca46d4cf0c93fbc	2567075603
PRJNA766998	SAMN23296634	SRX13171158	SRR16980327	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/027/SRR16980327/SRR16980327_2.fastq.gz	8ca8606fa0e29c545d174b90fada3f76	2574202708
PRJNA766998	SAMN23296634	SRX13171156	SRR16980329	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980329_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/029/SRR16980329/SRR16980329_1.fastq.gz	1d7f186945f57f9f2ead6a6a1a806eee	2171200554
PRJNA766998	SAMN23296634	SRX13171156	SRR16980329	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/029/SRR16980329/SRR16980329_2.fastq.gz	eef2dae7c2f04a6a053881ae622d0c98	2184408419
PRJNA766998	SAMN23296634	SRX13171155	SRR16980330	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980330_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/030/SRR16980330/SRR16980330_1.fastq.gz	d9cda2c53cc4e60100344280bfa86165	1703771433
PRJNA766998	SAMN23296634	SRX13171155	SRR16980330	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/030/SRR16980330/SRR16980330_2.fastq.gz	c094c6f80bfd405180509d57056f0cfa	1709381167
PRJNA766998	SAMN23296634	SRX13171154	SRR16980331	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980331_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/031/SRR16980331/SRR16980331_1.fastq.gz	93c148a536df960db25361a564ec3b62	2421778116
PRJNA766998	SAMN23296634	SRX13171154	SRR16980331	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/031/SRR16980331/SRR16980331_2.fastq.gz	8abb4a9b0fd0127f6076082863db3785	2430532688
PRJNA766998	SAMN23296634	SRX13171152	SRR16980333	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980333_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/033/SRR16980333/SRR16980333_1.fastq.gz	5a7a8ad2c6c7925b38e95883a043abc5	1345344039
PRJNA766998	SAMN23296634	SRX13171152	SRR16980333	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/033/SRR16980333/SRR16980333_2.fastq.gz	836eaf6941630dbcceffe99c69cbd8cc	1351400902
PRJNA766998	SAMN23296634	SRX13171143	SRR16980342	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980342_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/042/SRR16980342/SRR16980342_1.fastq.gz	7e5be28409de3a38cc2fab68ae3db9f3	2051570279
PRJNA766998	SAMN23296634	SRX13171143	SRR16980342	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980342_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/042/SRR16980342/SRR16980342_2.fastq.gz	6b7d6aad668e73f07e9c8d61f5c7a789	2058274562
PRJNA766998	SAMN23296634	SRX13171133	SRR16980352	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980352_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/052/SRR16980352/SRR16980352_1.fastq.gz	f3560a6c1754071eea5725872fd05847	2328332059
PRJNA766998	SAMN23296634	SRX13171133	SRR16980352	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980352_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/052/SRR16980352/SRR16980352_2.fastq.gz	d64d2ef903152826a39f2bca3de3b0ea	2336607957
PRJNA766998	SAMN23296634	SRX13171128	SRR16980357	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980357_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/057/SRR16980357/SRR16980357_1.fastq.gz	9ebcc36f650631ca7baeb6974d37ffd7	1647358860
PRJNA766998	SAMN23296634	SRX13171128	SRR16980357	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980357_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/057/SRR16980357/SRR16980357_2.fastq.gz	d9b483509dca8392e11de8d4b3b2f3bd	1652633252
PRJNA766998	SAMN23296634	SRX13171124	SRR16980361	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980361_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/061/SRR16980361/SRR16980361_1.fastq.gz	92bfa5dd73e835cefc6f2a33cf81e785	1961020365
PRJNA766998	SAMN23296634	SRX13171124	SRR16980361	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/061/SRR16980361/SRR16980361_2.fastq.gz	b124e39679628bd4c4dbd2d0e33fa654	1967433320
PRJNA766998	SAMN23296634	SRX13171112	SRR16980373	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980373_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/073/SRR16980373/SRR16980373_1.fastq.gz	02577fce9f184c17d36366f26151e0b1	2228962075
PRJNA766998	SAMN23296634	SRX13171112	SRR16980373	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/073/SRR16980373/SRR16980373_2.fastq.gz	b5a1dea2ce48b16b049f9a78058445b6	2233869862
PRJNA766998	SAMN23296634	SRX13171110	SRR16980375	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980375_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/075/SRR16980375/SRR16980375_1.fastq.gz	5fbfe5838d78222e5f73514423a8022b	2366976622
PRJNA766998	SAMN23296634	SRX13171110	SRR16980375	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/075/SRR16980375/SRR16980375_2.fastq.gz	be23e678779974b31f3423b1e20ddb0d	2374597617
PRJNA766998	SAMN23296634	SRX13171109	SRR16980376	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	SRR16980376_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/076/SRR16980376/SRR16980376_1.fastq.gz	a87d10ff165fa2dc8588fc0335afd962	1996604244
PRJNA766998	SAMN23296634	SRX13171109	SRR16980376	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	SRR16980376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR169/076/SRR16980376/SRR16980376_2.fastq.gz	2537a97e28c865daf5325625ba799b6e	2002602736
PRJNA785251	SAMN23551697	SRX13273391	SRR17085240	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085240.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/040/SRR17085240/SRR17085240.fastq.gz	81aa236bbe8855e94128608c021767b0	138263405
PRJNA785251	SAMN23551697	SRX13273391	SRR17085241	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085241.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/041/SRR17085241/SRR17085241.fastq.gz	b13899f3a2b4ab637c8e439942c4310f	138462432
PRJNA785251	SAMN23551698	SRX13273390	SRR17085247	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085247.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/047/SRR17085247/SRR17085247.fastq.gz	884ebe6b5753cd4947dce5ac450e16de	118989502
PRJNA785251	SAMN23551698	SRX13273390	SRR17085248	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085248.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/048/SRR17085248/SRR17085248.fastq.gz	54d0280680936653ffc448c44a176637	140317109
PRJNA785251	SAMN23551699	SRX13273389	SRR17085250	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085250.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/050/SRR17085250/SRR17085250.fastq.gz	e2792ad0ad695bada53da5087daf5b69	138565788
PRJNA785251	SAMN23551699	SRX13273389	SRR17085255	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085255.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/055/SRR17085255/SRR17085255.fastq.gz	9e38e1dda170d97ebee62e11829f1af7	26571812
PRJNA785251	SAMN23551701	SRX13273387	SRR17085262	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085262.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/062/SRR17085262/SRR17085262.fastq.gz	4859b0672b655e89caddaf5dd9df4b52	139663906
PRJNA785251	SAMN23551701	SRX13273387	SRR17085263	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085263.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/063/SRR17085263/SRR17085263.fastq.gz	913f9111c326fee1a681d6442efdda26	138181540
PRJNA785251	SAMN23551702	SRX13273386	SRR17085271	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085271.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/071/SRR17085271/SRR17085271.fastq.gz	3d212188084913efaec0d0d222a0b251	15637204
PRJNA785251	SAMN23551703	SRX13273385	SRR17085275	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085275.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/075/SRR17085275/SRR17085275.fastq.gz	b82094492ef3147c3f88afccafe812f7	138283797
PRJNA785251	SAMN23551703	SRX13273385	SRR17085276	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085276.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/076/SRR17085276/SRR17085276.fastq.gz	048137e3581b832b3021b46277f5cdef	139779902
PRJNA785251	SAMN23551705	SRX13273383	SRR17085287	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085287.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/087/SRR17085287/SRR17085287.fastq.gz	9561ad81cd8bca062c4abf81deff7ec5	137520632
PRJNA785251	SAMN23551707	SRX13273381	SRR17085296	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085296.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/096/SRR17085296/SRR17085296.fastq.gz	1e879aea9a135ef2f2d1fdd84312dea0	137366529
PRJNA785251	SAMN23551707	SRX13273381	SRR17085297	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085297.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/097/SRR17085297/SRR17085297.fastq.gz	5eb14987c15a6f66a6524fd2b7a010ba	138950288
PRJNA785251	SAMN23551692	SRX13273377	SRR17085320	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085320.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/020/SRR17085320/SRR17085320.fastq.gz	27783b2ed4ccaa4408302b87a725c253	138892290
PRJNA785251	SAMN23551693	SRX13273376	SRR17085326	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085326.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/026/SRR17085326/SRR17085326.fastq.gz	2e060683f4d9951b307b0640f6f3ce52	138617481
PRJNA785251	SAMN23551693	SRX13273376	SRR17085328	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085328.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/028/SRR17085328/SRR17085328.fastq.gz	ab880010b6d5567d5aa1e1bc9f6de1db	59905198
PRJNA785251	SAMN23551693	SRX13273376	SRR17085329	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085329.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/029/SRR17085329/SRR17085329.fastq.gz	f998cec17e605f892ce4325b226bc24c	138942562
PRJNA785251	SAMN23551693	SRX13273376	SRR17085330	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085330.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/030/SRR17085330/SRR17085330.fastq.gz	e90b29e270e3d8821f18c625fa24217a	141316835
PRJNA785251	SAMN23551694	SRX13273375	SRR17085332	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085332.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/032/SRR17085332/SRR17085332.fastq.gz	9b107aca1129bb9fae4bd938ab2b552a	138487161
PRJNA785251	SAMN23551694	SRX13273375	SRR17085337	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	SRR17085337.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR170/037/SRR17085337/SRR17085337.fastq.gz	744f4dc6ac86944198e7ba7034707412	26238427
