study_accession	sample_accession	experiment_accession	run_accession	omics	library_strategy	library_layout	processing_layout	fastq_structure	fastq_role	file_index	filename	fastq_ftp	fastq_md5	fastq_bytes
PRJDB5737	SAMD00079372	DRX085010	DRR091440	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR091440.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR091/DRR091440/DRR091440.fastq.gz	af6cd5c5e3cc49cb1d47fa17b3a60efc	1175631746
PRJDB5831	SAMD00082623	DRX087371	DRR093875	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	DRR093875_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR093/DRR093875/DRR093875_1.fastq.gz	47b9a8a8b5e40cbc23607f3b1ddd192a	3662709413
PRJDB5831	SAMD00082623	DRX087371	DRR093875	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	DRR093875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR093/DRR093875/DRR093875_2.fastq.gz	349744544a6076852c0da931ed306847	3642917887
PRJDB5897	SAMD00084267	DRX090092	DRR096596	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR096596.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR096/DRR096596/DRR096596.fastq.gz	83edfa7488fe4041494f5fb2677577b6	1980526373
PRJDB5897	SAMD00084270	DRX090095	DRR096599	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR096599.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR096/DRR096599/DRR096599.fastq.gz	a63222b00bd3aeda051381572d01201b	2034531875
PRJDB6126	SAMD00089406	DRX092931	DRR099453	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR099453.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099453/DRR099453.fastq.gz	b1eaca88de808cefeb358419b3d826d2	279260312
PRJDB6126	SAMD00089408	DRX092933	DRR099455	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR099455.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099455/DRR099455.fastq.gz	43b0a0380bb8bc9e8196385dd16c21bd	275626851
PRJDB6126	SAMD00089421	DRX092946	DRR099468	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR099468.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099468/DRR099468.fastq.gz	65df80a2bdd07cdf45de48a965bcd6d9	280290644
PRJDB6126	SAMD00089427	DRX092952	DRR099474	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR099474.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099474/DRR099474.fastq.gz	aa54b1988a33949304d0f4d346af6a55	301190983
PRJDB6126	SAMD00089429	DRX092954	DRR099476	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR099476.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099476/DRR099476.fastq.gz	26c24b5eebc76b61ced2439ef0f5b5df	284701307
PRJDB6126	SAMD00089433	DRX092958	DRR099480	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR099480.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099480/DRR099480.fastq.gz	64c96ca79ea0ec9e983bd64d7e5be0ea	299720418
PRJDB6126	SAMD00089444	DRX092969	DRR099491	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR099491.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099491/DRR099491.fastq.gz	2b35a6eb0d13a5e9caf4549e837152ec	292200877
PRJDB6126	SAMD00089453	DRX092978	DRR099500	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR099500.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR099/DRR099500/DRR099500.fastq.gz	e4635668357cce92c284f4fe885f28f0	299700996
PRJDB6793	SAMD00113898	DRX119132	DRR126388	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR126388.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126388/DRR126388.fastq.gz	2d17c02c1058ec51b6da83363f2f6f04	488290152
PRJDB6793	SAMD00113899	DRX119133	DRR126389	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR126389.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126389/DRR126389.fastq.gz	41f325e0024a2b4b9d7ed17dda9f5e04	362434288
PRJDB6793	SAMD00113913	DRX119147	DRR126403	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR126403.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126403/DRR126403.fastq.gz	91afbaef4e857b3e5248cd9d8b8c27a1	299951827
PRJDB6793	SAMD00113917	DRX119151	DRR126407	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR126407.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126407/DRR126407.fastq.gz	611b58d3309ac0220d8554a8b85a3baf	386741618
PRJDB6793	SAMD00113919	DRX119153	DRR126409	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR126409.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126409/DRR126409.fastq.gz	a9b04d905441b499c82158184eaa0069	314474229
PRJDB6793	SAMD00113920	DRX119154	DRR126410	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR126410.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126410/DRR126410.fastq.gz	89b743286f6d71fd94c17bb7704d9f21	211809642
PRJDB6793	SAMD00113923	DRX119157	DRR126413	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR126413.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR126/DRR126413/DRR126413.fastq.gz	68e23f14af7bbe63f49dcb11a92a21b9	260939156
PRJDB7873	SAMD00156503	DRX155564	DRR164945	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR164945.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR164/DRR164945/DRR164945.fastq.gz	9373d6ca1bf603ea53dead38f330acc0	792574682
PRJDB7873	SAMD00156504	DRX155565	DRR164946	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR164946.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR164/DRR164946/DRR164946.fastq.gz	98da5a4954fdd344ac9aac3cc985cb2e	887589228
PRJDB7873	SAMD00156509	DRX155570	DRR164951	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR164951.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR164/DRR164951/DRR164951.fastq.gz	bba39182d02cc0e8dc5b60f6294c36a8	809831061
PRJDB7945	SAMD00159362	DRX159893	DRR169279	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR169279.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169279/DRR169279.fastq.gz	5d5c57118293dff2f8a908e608d57c3c	476894961
PRJDB7945	SAMD00159364	DRX159895	DRR169281	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR169281.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169281/DRR169281.fastq.gz	14234249994832db4b7ab2f5aff82742	332776798
PRJDB7945	SAMD00159367	DRX159898	DRR169284	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR169284.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169284/DRR169284.fastq.gz	b5270d1a8625be06dde674891f12d2c8	646494796
PRJDB7945	SAMD00159375	DRX159906	DRR169292	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR169292.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169292/DRR169292.fastq.gz	741079e62eae28440a6759646c68cc60	321382187
PRJDB7945	SAMD00159378	DRX159909	DRR169295	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR169295.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169295/DRR169295.fastq.gz	bf581028a3ccd88582691f59684f1d2e	670253576
PRJDB7945	SAMD00159383	DRX159914	DRR169300	RNA-seq	RNA-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	DRR169300.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR169/DRR169300/DRR169300.fastq.gz	6775b8ed87c7f296de72023b7baf4d6a	598116563
PRJDB17021	SAMD00731281	DRX508495	DRR524613	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	DRR524613_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524613/DRR524613_1.fastq.gz	2018f474161faf0954d8bcadbee0e660	1422353890
PRJDB17021	SAMD00731281	DRX508495	DRR524613	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	DRR524613_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524613/DRR524613_2.fastq.gz	92b21332d9e754beae010928bbcbc352	1423052692
PRJDB17021	SAMD00731289	DRX508503	DRR524621	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	DRR524621_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524621/DRR524621_1.fastq.gz	af17e4d37f59cc6c1a56140cf292077f	1801468117
PRJDB17021	SAMD00731289	DRX508503	DRR524621	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	DRR524621_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524621/DRR524621_2.fastq.gz	29817afd00ed49b7bf58d39f9b2404e9	1802519959
PRJDB17021	SAMD00731296	DRX508510	DRR524628	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	DRR524628_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524628/DRR524628_1.fastq.gz	762a768b1aacf7876a9a3ce34d5a2ca3	1578555575
PRJDB17021	SAMD00731296	DRX508510	DRR524628	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	DRR524628_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR524/DRR524628/DRR524628_2.fastq.gz	89f415b5d62c33fad78d44570b3665d3	1579425588
PRJDB35724	SAMD01599745	DRX686798	DRR706774	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	DRR706774_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706774/DRR706774_1.fastq.gz	1b849c5688877d6bbc2673ce32c5ab77	977479009
PRJDB35724	SAMD01599745	DRX686798	DRR706774	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	DRR706774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706774/DRR706774_2.fastq.gz	3be591a1fefe2c40188f9b465278a90b	1034488193
PRJDB35724	SAMD01599746	DRX686799	DRR706775	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	DRR706775_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706775/DRR706775_1.fastq.gz	ab65b1634cd44377e1469c7042ce48d2	989493434
PRJDB35724	SAMD01599746	DRX686799	DRR706775	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	DRR706775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706775/DRR706775_2.fastq.gz	3dbecf99a53c1086468a21e42389c692	1047433608
PRJDB35724	SAMD01599760	DRX686813	DRR706789	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	DRR706789_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706789/DRR706789_1.fastq.gz	5d15de9368eed2b77dd5726226b3f44c	178782589
PRJDB35724	SAMD01599760	DRX686813	DRR706789	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	DRR706789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/DRR706/DRR706789/DRR706789_2.fastq.gz	ae293d642596f23f1bc237b2dd6399b5	180774531
PRJEB55916	SAMEA111345349	ERX10195011	ERR10745711	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR10745711_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/011/ERR10745711/ERR10745711_1.fastq.gz	f45beb9e40dd3b7efba08aba6146dfcc	740229504
PRJEB55916	SAMEA111345349	ERX10195011	ERR10745711	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR10745711_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/011/ERR10745711/ERR10745711_2.fastq.gz	dfdfe65f64babdf8c2c42d2fe04a6fba	753488423
PRJEB55916	SAMEA111345358	ERX10195020	ERR10745720	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR10745720_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/020/ERR10745720/ERR10745720_1.fastq.gz	70a4a5cccf3e15d72d9f4984c6c31ba3	840584491
PRJEB55916	SAMEA111345358	ERX10195020	ERR10745720	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR10745720_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/020/ERR10745720/ERR10745720_2.fastq.gz	97f50c4ce31b419504bada1712c3091b	856065865
PRJEB55916	SAMEA111345365	ERX10195027	ERR10745727	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR10745727_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/027/ERR10745727/ERR10745727_1.fastq.gz	9357524cb1a79a5b1919c46b2a000235	618991794
PRJEB55916	SAMEA111345365	ERX10195027	ERR10745727	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR10745727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/027/ERR10745727/ERR10745727_2.fastq.gz	7626013d12d6e50c9db34e5d4c15bf67	622018863
PRJEB55916	SAMEA111345366	ERX10195028	ERR10745728	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR10745728_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/028/ERR10745728/ERR10745728_1.fastq.gz	47013509de689a6689a9d7865cf11814	607759143
PRJEB55916	SAMEA111345366	ERX10195028	ERR10745728	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR10745728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/028/ERR10745728/ERR10745728_2.fastq.gz	025a7fe78a32acf5d8de4e054eb795e7	610623886
PRJEB55916	SAMEA111345368	ERX10195030	ERR10745730	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR10745730_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/030/ERR10745730/ERR10745730_1.fastq.gz	627d89e240191f8b9786bb22c6645c68	766741257
PRJEB55916	SAMEA111345368	ERX10195030	ERR10745730	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR10745730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/030/ERR10745730/ERR10745730_2.fastq.gz	e92446bcad668d282f9f5daf120c0881	775305757
PRJEB55916	SAMEA111345371	ERX10195033	ERR10745733	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR10745733_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/033/ERR10745733/ERR10745733_1.fastq.gz	b3a8c1cb2cffb7e4514a186ddbb77caa	759441022
PRJEB55916	SAMEA111345371	ERX10195033	ERR10745733	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR10745733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/033/ERR10745733/ERR10745733_2.fastq.gz	1a43ad1d3dcecf4b5bfffef30a62661c	764186908
PRJEB55916	SAMEA111345378	ERX10195040	ERR10745740	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR10745740_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/040/ERR10745740/ERR10745740_1.fastq.gz	6f9ebddb2ad575e9b0b87ffa6d99ffce	708930423
PRJEB55916	SAMEA111345378	ERX10195040	ERR10745740	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR10745740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/040/ERR10745740/ERR10745740_2.fastq.gz	a069a4dd72cf2881527404cd950934be	715191998
PRJEB55916	SAMEA111345394	ERX10195056	ERR10745756	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR10745756_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/056/ERR10745756/ERR10745756_1.fastq.gz	0f40a7f53e40d675ad24079f66b8310b	521592938
PRJEB55916	SAMEA111345394	ERX10195056	ERR10745756	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR10745756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR107/056/ERR10745756/ERR10745756_2.fastq.gz	eebd18ba1ce315ee62d143f466eb4f21	527040613
PRJEB89701	SAMEA118334018	ERX14404618	ERR15000453	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	ERR15000453_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/053/ERR15000453/ERR15000453_1.fastq.gz	0c48bef457c57a144af8b07017ba2256	1033712483
PRJEB89701	SAMEA118334018	ERX14404618	ERR15000453	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	ERR15000453_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/053/ERR15000453/ERR15000453_2.fastq.gz	b16d721d00e9d04d4dd66131f10226cd	1081689460
PRJEB89701	SAMEA118334025	ERX14404625	ERR15000460	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	ERR15000460_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/060/ERR15000460/ERR15000460_1.fastq.gz	be5e3762c0005acf47bb515dab459960	901678145
PRJEB89701	SAMEA118334025	ERX14404625	ERR15000460	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	ERR15000460_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/060/ERR15000460/ERR15000460_2.fastq.gz	ef0757f3aa14b4f1ed3f9d32104f0624	959856467
PRJEB89701	SAMEA118334031	ERX14404631	ERR15000466	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	ERR15000466_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/066/ERR15000466/ERR15000466_1.fastq.gz	1d21bd74d82c0ed61b83f775706d64ab	1053163908
PRJEB89701	SAMEA118334031	ERX14404631	ERR15000466	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	ERR15000466_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/066/ERR15000466/ERR15000466_2.fastq.gz	49e5efe7e94b5d898dab69151d196faf	1079403143
PRJEB89701	SAMEA118334042	ERX14404642	ERR15000477	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	ERR15000477_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/077/ERR15000477/ERR15000477_1.fastq.gz	cf4a66a085435edd53083d43821f71b1	1014981890
PRJEB89701	SAMEA118334042	ERX14404642	ERR15000477	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	ERR15000477_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/077/ERR15000477/ERR15000477_2.fastq.gz	0a1ad6ae9f69a8e7560f612d8864abb5	1083007804
PRJEB89701	SAMEA118334051	ERX14404651	ERR15000486	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	ERR15000486_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/086/ERR15000486/ERR15000486_1.fastq.gz	81dd85e7d42c7fd3aa2ed80310f9d9d4	1021167899
PRJEB89701	SAMEA118334051	ERX14404651	ERR15000486	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	ERR15000486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/086/ERR15000486/ERR15000486_2.fastq.gz	4bf50f8ceb566bf79f4521dcb0ffae2d	1076015400
PRJEB89701	SAMEA118334105	ERX14404705	ERR15000540	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	ERR15000540_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/040/ERR15000540/ERR15000540_1.fastq.gz	0f6aa99981d5cdfa73198ed1a21c8684	1007687855
PRJEB89701	SAMEA118334105	ERX14404705	ERR15000540	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	ERR15000540_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR150/040/ERR15000540/ERR15000540_2.fastq.gz	013dc586b487ad69b4c70d62138bb0a1	1028254485
PRJEB108721	SAMEA121759868	ERX16120888	ERR16729279	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR16729279_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/079/ERR16729279/ERR16729279_1.fastq.gz	2b0caa39c96e41fe6b8e36a8da05ddf4	833735871
PRJEB108721	SAMEA121759868	ERX16120888	ERR16729279	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR16729279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/079/ERR16729279/ERR16729279_2.fastq.gz	33050cd0da1546bbb9fa999bc8be4a7d	884690209
PRJEB108721	SAMEA121759884	ERX16120904	ERR16729295	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R1	1	ERR16729295_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/095/ERR16729295/ERR16729295_1.fastq.gz	6b999b64b5d02c061cd3c4a8a69a0df4	773453778
PRJEB108721	SAMEA121759884	ERX16120904	ERR16729295	RNA-seq	RNA-Seq	SINGLE	PAIRED	PAIRED	R2	2	ERR16729295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR167/095/ERR16729295/ERR16729295_2.fastq.gz	c3648f2c416e7f5fce60ef41f3ac3900	813328286
PRJEB14303	SAMEA4467462	ERX2043468	ERR1983092	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	ERR1983092_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/002/ERR1983092/ERR1983092_1.fastq.gz	ebbf5583dd72945825472435327bed06	1822201787
PRJEB14303	SAMEA4467462	ERX2043468	ERR1983092	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	ERR1983092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/002/ERR1983092/ERR1983092_2.fastq.gz	6df64ed104bf5a4f4b2e453e6bde2f0c	1882327000
PRJEB14303	SAMEA4467463	ERX2043469	ERR1983093	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R1	1	ERR1983093_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/003/ERR1983093/ERR1983093_1.fastq.gz	44d64711eade3d7997555fd2bb3a6d57	1647947182
PRJEB14303	SAMEA4467463	ERX2043469	ERR1983093	RNA-seq	RNA-Seq	PAIRED	PAIRED	PAIRED	R2	2	ERR1983093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR198/003/ERR1983093/ERR1983093_2.fastq.gz	efffb5438a1b4c4aab4095dc18298052	1686495905
PRJEB9291	SAMEA4681865	ERX2609900	ERR2593625	ChIP-seq	ChIP-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR2593625.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2593625/ERR2593625.fastq.gz	b4cdf27e5ad66ff5f5b9898ed5b195b8	2374288561
PRJEB9291	SAMEA4681868	ERX2609903	ERR2593628	ChIP-seq	ChIP-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR2593628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2593628/ERR2593628.fastq.gz	06eb7b9075be005e5a0474d998c3784d	1157539405
PRJEB9291	SAMEA4681870	ERX2609905	ERR2593630	ChIP-seq	ChIP-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR2593630.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2593630/ERR2593630.fastq.gz	c6d70aa640a6be67f2fd1d20a72f298b	1917396203
PRJEB9291	SAMEA4681874	ERX2609909	ERR2593634	ChIP-seq	ChIP-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR2593634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2593634/ERR2593634.fastq.gz	0ac4c3ee00ff7fc3a156176ad610f459	1633751547
PRJEB9291	SAMEA4681876	ERX2609911	ERR2593636	ChIP-seq	ChIP-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR2593636.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2593636/ERR2593636.fastq.gz	dd1395802533a4680ad0746d7e1b77e3	395461596
PRJEB9291	SAMEA4681938	ERX2609916	ERR2593641	ChIP-seq	ChIP-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR2593641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2593641/ERR2593641.fastq.gz	fc9e663c5c21b2843f684b4320c49457	1394922871
PRJEB9291	SAMEA4681941	ERX2609919	ERR2593644	ChIP-seq	ChIP-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR2593644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2593644/ERR2593644.fastq.gz	4ad190fed5258307890cfe98f458c44d	1453590103
PRJEB9291	SAMEA4681944	ERX2609922	ERR2593647	ChIP-seq	ChIP-Seq	SINGLE	SINGLE	SINGLE	SINGLE	1	ERR2593647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2593647/ERR2593647.fastq.gz	41202ab3058d7fba8f3f97288b47a4a3	1092689857
